0.5434348040	destroy
0.5433804458	immigrants
0.5432173197	support
0.5420854236	end
0.5416927405	real
0.5413799073	usa
0.5410854236	bring
0.5410854236	ya
0.5410809063	speech
0.5398892868	read
0.5396899691	wins
0.5396899691	voting
0.5396899691	bad
0.5395261297	million
0.5392354236	potus
0.5387697232	returns
0.5384079688	elected
0.5383700871	ryan
0.5378952399	ha
0.5377233139	run
0.5377233139	thing
0.5374079688	great
0.5371233139	hope
0.5367266376	supreme
0.5361762694	series
0.5360910881	corruption
0.5356534238	stop
0.5344884828	michael
0.5337860225	legacy
0.5327093761	week
0.5326076091	drain
0.5318200709	market
0.5313910881	person
0.5313093761	lose
0.5309036140	kaine
0.5308093761	won
0.5294732971	investigation
0.5292006119	watch
0.5286007106	debt
0.5279923120	ohio
0.5276360244	simpsons
0.5275678348	nice
0.5274097143	john
0.5269175545	civil
0.5264686933	barack
0.5263285434	sanders
0.5260969253	worry
0.5256305729	issues
0.5251273846	tim
0.5249852371	police
0.5248362872	hit
0.5248362872	dnc
0.5248263723	mike
0.5246064441	team
0.5241996231	blue
0.5241996231	constitution
0.5241996231	health
0.5240382006	kkk
0.5237348829	mexico
0.5237348829	trade
0.5237348829	line
0.5234483895	muslim
0.5231800575	choose
0.5230265974	ww3
0.5227253282	deleted
0.5227253282	bus
0.5227253282	explain
0.5227253282	absolutely
0.5227253282	finish
0.5227253282	earth
0.5226884569	honest
0.5226884569	clean
0.5226884569	rid
0.5224118100	neverhillary
0.5224118100	starting
0.5224118100	single
0.5219428962	based
0.5219428962	problems
0.5216430605	military
0.5216355417	tells
0.5215292142	cuban
0.5215052748	totally
0.5215052748	asked
0.5215052748	stuff
0.5215052748	evidence
0.5214431717	answer
0.5212069703	friends
0.5212069703	place
0.5211995042	set
0.5210912360	wake
0.5210912360	u.s
0.5210405347	perfect
0.5210405347	smart
0.5209322609	pennsylvania
0.5209322609	leading
0.5208864592	forward
0.5208864592	major
0.5208864592	record
0.5208864592	canada
0.5208864592	happened
0.5208864592	husband
0.5208145203	fl
0.5205983895	damage
0.5205958809	checks
0.5204857092	children
0.5204857092	lgbt
0.5204675842	talking
0.5203771054	sign
0.5203771054	issue
0.5203771054	democrat
0.5200928962	countries
0.5199753711	fight
0.5197442999	game
0.5197102229	ur
0.5195912360	choice
0.5195912360	stay
0.5195466382	hurt
0.5195343018	guy
0.5194653125	politician
0.5193185299	fucked
0.5190560137	unite
0.5190218194	race
0.5190008365	screw
0.5188898389	beat
0.5188653125	deserve
0.5188653125	crisis
0.5188653125	jesus
0.5185853942	federal
0.5185832683	making
0.5184724204	russian
0.5183000540	hand
0.5179834612	china
0.5179656359	afraid
0.5179652313	family
0.5176982014	hitler
0.5175213828	hilary
0.5174694879	months
0.5173117527	israel
0.5172462744	early
0.5172415731	elections
0.5171390114	twitter
0.5170722452	liberals
0.5170722452	supporter
0.5169857227	lot
0.5168745097	lying
0.5167792370	red
0.5167792370	strong
0.5167670061	ass
0.5167670061	imagine
0.5167297529	case
0.5166952327	tho
0.5166952327	moment
0.5166952327	crime
0.5166952327	complete
0.5166754939	legal
0.5166661254	pa
0.5166359389	ban
0.5166359389	charges
0.5166359389	raise
0.5166359389	indians
0.5166359389	syria
0.5166359389	interesting
0.5166359389	massive
0.5166359389	workers
0.5163963018	daily
0.5163963018	george
0.5163963018	miss
0.5163963018	fair
0.5163411246	small
0.5163411246	push
0.5162885501	close
0.5162800560	promise
0.5162800560	surely
0.5162800560	giving
0.5161878327	reagan
0.5161878327	nukes
0.5161878327	conservative
0.5161292754	supporting
0.5160144006	gary
0.5157601524	hillaryforprison
0.5157268203	democrats
0.5157185993	questions
0.5157185993	fake
0.5157185993	north
0.5157185993	gave
0.5156419821	losing
0.5156419821	tv
0.5156037930	national
0.5155983895	girl
0.5155983895	global
0.5155983895	social
0.5155983895	middle
0.5155983895	watching
0.5154538330	bye
0.5153347634	difference
0.5153347634	peace
0.5153347634	numbers
0.5153347634	rule
0.5153099802	moore
0.5148712744	rigged
0.5147535624	term
0.5147061789	concession
0.5146800757	act
0.5146800757	security
0.5146509162	trusted
0.5146066196	racism
0.5145979546	donna
0.5145979546	msm
0.5145979546	important
0.5145979546	dream
0.5143849806	doubt
0.5143803151	rt
0.5143793941	halloween
0.5143793941	joe
0.5143793941	gotta
0.5142759162	bush
0.5142297037	kind
0.5142203606	huma
0.5140593055	spend
0.5137506298	brexit
0.5137083811	anti
0.5137083811	happy
0.5136140605	bet
0.5134982626	upset
0.5132425704	morning
0.5132425704	blacks
0.5132425704	bitch
0.5131937459	forever
0.5131937459	paying
0.5131937459	takes
0.5131854259	shame
0.5131854259	iran
0.5131580990	spooky
0.5131333429	charge
0.5130873211	business
0.5130740490	codes
0.5130474675	late
0.5129450746	mark
0.5129268300	send
0.5129268300	left
0.5128755479	politics
0.5128712744	mind
0.5127736366	continue
0.5125631064	high
0.5125631064	tonight
0.5124280659	home
0.5124280659	times
0.5124147767	fox
0.5124147767	total
0.5124147767	lord
0.5124147767	sexist
0.5122855797	johnson
0.5121858311	tuesday
0.5121497964	haha
0.5121303799	washington
0.5120371546	forget
0.5120371546	coming
0.5120371546	pretty
0.5120313054	debate
0.5120313054	play
0.5118897784	head
0.5118180660	pray
0.5118073849	illegal
0.5118073849	throw
0.5118073849	called
0.5118073849	finally
0.5118029191	cold
0.5118029191	message
0.5118029191	till
0.5118029191	uk
0.5118029191	wisconsin
0.5118029191	immigration
0.5118029191	bullshit
0.5115383368	young
0.5115383368	latinos
0.5113617908	nh
0.5113122072	trial
0.5111259439	omg
0.5111056669	fool
0.5111056669	guilty
0.5110676056	healthcare
0.5110194830	that
0.5109329346	private
0.5109329346	barely
0.5109329346	laughing
0.5109329346	abortion
0.5109329346	india
0.5109329346	concerned
0.5109263836	crap
0.5109263836	split
0.5108961536	nominee
0.5108493088	position
0.5108493088	followers
0.5108493088	mention
0.5108493088	meant
0.5108493088	reminder
0.5108493088	raping
0.5108493088	economic
0.5108493088	city
0.5108493088	weeks
0.5107977806	saudi
0.5107977806	risk
0.5107977806	2nd
0.5107977806	politicians
0.5107977806	faith
0.5107977806	arrested
0.5107977806	deny
0.5107674857	puppet
0.5107354316	respect
0.5107107067	kids
0.5107107067	democracy
0.5106196546	tweet
0.5105230206	michigan
0.5105230206	electing
0.5104767983	dc
0.5104767983	theory
0.5103696546	female
0.5103585146	cuz
0.5103585146	planet
0.5103585146	foundation
0.5103585146	supports
0.5103585146	wikileaks
0.5103585146	successful
0.5103585146	completely
0.5103585146	special
0.5103585146	walk
0.5103585146	establishment
0.5103585146	claims
0.5102508910	word
0.5100715966	kanye
0.5100286548	predicts
0.5100286548	anymore
0.5100286548	kick
0.5100286548	bs
0.5098301738	cheat
0.5097885265	scandals
0.5097662372	hands
0.5097662372	dangerous
0.5097662372	justice
0.5096954137	deplorable
0.5096643404	deport
0.5096591132	force
0.5096591132	romney
0.5096591132	refugees
0.5093229439	surprise
0.5093035803	nuke
0.5093035803	brought
0.5091986020	half
0.5091986020	rally
0.5090353579	community
0.5090353579	letter
0.5090353579	sit
0.5090353579	primary
0.5090353579	straight
0.5090353579	restore
0.5089486020	working
0.5087913496	pick
0.5087913496	fail
0.5087699103	sleep
0.5087507983	sexual
0.5087507983	majority
0.5087060070	hey
0.5087060070	pass
0.5086833033	bit
0.5086833033	trump2016
0.5086833033	ignorant
0.5086833033	treason
0.5086833033	loves
0.5086833033	qualified
0.5086814432	buy
0.5086814432	assassinated
0.5086814432	democratic
0.5086814432	public
0.5086325379	hear
0.5086298021	lock
0.5085261039	russians
0.5085261039	cover
0.5085261039	wi
0.5085047319	baby
0.5084700063	accept
0.5084128938	loses
0.5083126528	clintons
0.5083126528	bought
0.5083126528	yrs
0.5082614054	glad
0.5082136368	worried
0.5081221213	joke
0.5081121817	1st
0.5080670430	minorities
0.5080670430	chief
0.5079914703	follow
0.5078805773	utah
0.5076362003	knew
0.5076323381	easily
0.5074933431	die
0.5074904280	pull
0.5074549000	weiner
0.5074549000	lets
0.5074549000	death
0.5074549000	calling
0.5074549000	server
0.5074549000	presidents
0.5074549000	deliver
0.5074459859	michelle
0.5074459859	fun
0.5074459859	citizens
0.5074459859	personal
0.5074459859	king
0.5074459859	bigger
0.5074459859	hire
0.5074459859	learn
0.5073354484	lies
0.5071614978	millions
0.5071265773	smh
0.5071265773	surprised
0.5071232713	thinking
0.5071232713	hold
0.5071132391	reasons
0.5071020249	prez
0.5070913579	open
0.5070506983	pussy
0.5069348098	running
0.5069348098	literally
0.5069255530	plan
0.5068696813	pro
0.5068042064	rapist
0.5067626448	possibly
0.5067626448	wh
0.5067149516	leader
0.5066419431	video
0.5066419431	ruin
0.5064691110	winning
0.5064691110	indicted
0.5063254176	idiot
0.5062454921	protect
0.5062417938	tpp
0.5060475341	sick
0.5059895071	defend
0.5059370736	wars
0.5059370736	disgusting
0.5059370736	voice
0.5059370736	path
0.5058845740	heard
0.5058845740	ahead
0.5058845740	reality
0.5057989674	results
0.5057882851	scary
0.5056579090	dead
0.5056579090	dumb
0.5056552855	entire
0.5056552855	claim
0.5056393487	nevertrump
0.5056342348	school
0.5056342348	folks
0.5055782201	disaster
0.5054601159	cnn
0.5054601159	post
0.5054196067	pardon
0.5052670707	speak
0.5052398448	rights
0.5051905295	sense
0.5051608935	victory
0.5051393487	appoint
0.5051393487	safe
0.5050325070	presidential
0.5049965953	cut
0.5049965953	survive
0.5049965953	isis
0.5048074385	treat
0.5047461894	texas
0.5047032660	period
0.5047032660	sound
0.5047032660	ran
0.5047032660	eyes
0.5047032660	ridiculous
0.5047032660	silver
0.5047032660	trumppresident
0.5047032660	guarantee
0.5047032660	yesterday
0.5047032660	marriage
0.5047032660	general
0.5046144696	jill
0.5046144696	secretary
0.5044204264	lives
0.5044204264	liberal
0.5044204264	words
0.5043766361	amazing
0.5043223760	yeah
0.5042133717	wow
0.5041862734	fear
0.5041496487	honestly
0.5041496487	leave
0.5041274266	dictator
0.5041274266	powerful
0.5041039356	gonna
0.5040678923	rallies
0.5040678923	sue
0.5040678923	greatest
0.5040053359	create
0.5039388712	coal
0.5039204264	idea
0.5038246993	damn
0.5038150976	suck
0.5038150976	mad
0.5037050453	agree
0.5036962665	liar
0.5036877474	wtf
0.5036877474	bright
0.5036877474	york
0.5036877474	count
0.5036877474	wife
0.5036877474	degree
0.5036877474	room
0.5036877474	admit
0.5036877474	career
0.5036877474	james
0.5036877474	polling
0.5036877474	ground
0.5036877474	street
0.5036877474	trouble
0.5036877474	benefit
0.5036877474	presidenttrump
0.5036877474	greater
0.5036877474	ballot
0.5036877474	final
0.5035882464	criminal
0.5035196067	night
0.5035196067	guys
0.5035065121	laws
0.5035050453	means
0.5035050453	thinks
0.5034337374	blame
0.5034151975	evil
0.5034028909	turnout
0.5034028909	avoid
0.5034028909	3rd
0.5034028909	shot
0.5033886782	knowing
0.5033886782	past
0.5033764557	hoping
0.5033673042	email
0.5031002103	dump
0.5030558234	8th
0.5029891362	realize
0.5028998077	break
0.5028230677	lie
0.5028078040	share
0.5028078040	freedom
0.5027022086	bc
0.5026655339	fraud
0.5026261492	comey
0.5025915899	nation
0.5025448402	foreign
0.5025316646	problem
0.5024594227	stand
0.5023781021	policies
0.5023781021	fine
0.5023632394	you
0.5023468732	status
0.5023149537	poll
0.5023149537	pres
0.5022862734	free
0.5022172120	hillaryclinton
0.5022164003	trust
0.5020775255	him
0.5020076989	step
0.5020076989	clear
0.5018976767	kill
0.5018886782	funny
0.5018764557	rest
0.5018673732	stone
0.5018673732	carolina
0.5018673732	report
0.5018673732	california
0.5018673732	danger
0.5018673732	hatred
0.5018673732	tape
0.5018673732	machado
0.5018673732	nasty
0.5018673732	started
0.5018673732	mistake
0.5018673732	built
0.5018362849	ppl
0.5017971068	handle
0.5017149537	control
0.5016432515	nc
0.5016432515	policy
0.5016095270	terrified
0.5016095270	votetrump
0.5016095270	horrible
0.5016095270	convinced
0.5016095270	terrifying
0.5016095270	mouth
0.5016095270	carry
0.5016095270	masters
0.5015802324	sell
0.5015202423	class
0.5014675525	deal
0.5014016580	future
0.5013990185	reason
0.5012735253	talk
0.5012172120	telling
0.5010773736	sad
0.5010431993	scandal
0.5010431993	press
0.5009232633	blow
0.5009232633	nv
0.5008675794	tomorrow
0.5008675794	voter
0.5008675794	shows
0.5008675794	45th
0.5008675794	january
0.5007104869	gov
0.5007104869	piece
0.5004960306	fucking
0.5004886330	men
0.5004886330	crazy
0.5004107069	hard
0.5003995287	woke
0.5003995287	iowa
0.5003995287	hiding
0.5003995287	fans
0.5002422813	leaving
0.5001370765	entry
0.5001219981	unified
0.5000764348	killed
0.4999126284	guess
0.4998427739	nov
0.4998151961	sex
0.4998151961	listen
0.4997764083	told
0.4997012328	cruz
0.4997012328	waiting
0.4996284882	truth
0.4995875525	scared
0.4994133593	correctly
0.4994133593	luck
0.4994133593	list
0.4994133593	awesome
0.4994133593	weapons
0.4994133593	access
0.4994133593	lots
0.4994133593	9th
0.4994133593	decide
0.4994133593	investigations
0.4994133593	immediately
0.4994133593	wondering
0.4994133593	fired
0.4994133593	changed
0.4994133593	england
0.4994133593	lower
0.4994133593	proven
0.4994133593	insurance
0.4994133593	works
0.4994133593	correct
0.4993945668	bless
0.4993766950	laugh
0.4993766950	borders
0.4993757003	grab
0.4993476704	kasich
0.4992505825	oval
0.4992476767	understand
0.4991930750	worst
0.4991082064	credit
0.4991082064	defense
0.4990994403	crimes
0.4990994403	gay
0.4990994403	lmao
0.4990083816	repeal
0.4985971062	level
0.4985971062	scotus
0.4985971062	expect
0.4984864784	rich
0.4981619394	dems
0.4979561063	ties
0.4979561063	allowed
0.4979160364	muslims
0.4976157542	cost
0.4976157542	reverse
0.4976157542	constitutional
0.4976157542	desperate
0.4976157542	crying
0.4976157542	result
0.4976157542	nightmare
0.4976157542	enjoy
0.4976157542	racketeering
0.4976157542	stopped
0.4976157542	unlike
0.4976157542	speaking
0.4976157542	minority
0.4975911094	wear
0.4973750766	taking
0.4969258880	crookedhillary
0.4969258880	longer
0.4969160364	melania
0.4969160364	poor
0.4969017561	trumppence16
0.4969017561	check
0.4969017561	donaldtrump
0.4969017561	heart
0.4969017561	proud
0.4968866925	us
0.4967387012	hates
0.4967387012	mcmullin
0.4966493572	son
0.4966258880	breaking
0.4966258880	huge
0.4964436522	likes
0.4964436522	crowd
0.4962887942	secret
0.4962887942	loser
0.4962887942	write
0.4962887942	dem
0.4961425836	defeat
0.4961425836	question
0.4961425836	order
0.4961425836	fall
0.4959723134	mess
0.4959723134	paid
0.4959723134	steal
0.4959723134	shut
0.4958915767	maga
0.4958915767	background
0.4958915767	opinion
0.4958915767	promises
0.4958915767	destroyed
0.4958915767	facts
0.4958915767	increase
0.4958915767	latest
0.4958915767	leaders
0.4958915767	possibility
0.4958915767	eat
0.4958915767	classified
0.4958915767	candidates
0.4958915767	return
0.4958915767	calm
0.4958423036	assume
0.4958423036	orange
0.4958423036	add
0.4958423036	nomination
0.4958423036	idk
0.4957950442	confident
0.4957950442	low
0.4957950442	attack
0.4956323217	delete
0.4955226305	eu
0.4955226305	tired
0.4953313136	month
0.4951921190	base
0.4951425836	replace
0.4951425836	afford
0.4951425836	predict
0.4949299116	ad
0.4949051990	figure
0.4949051990	sounds
0.4949051990	yr
0.4949051990	dick
0.4949051990	govt
0.4947898375	burn
0.4945405595	refuse
0.4945405595	owe
0.4945405595	harm
0.4945405595	decent
0.4945405595	helping
0.4945405595	violence
0.4945405595	green
0.4945405595	mass
0.4945405595	turned
0.4945405595	key
0.4945405595	era
0.4945405595	inside
0.4945405595	crush
0.4945405595	couple
0.4945405595	suffer
0.4945405595	convicted
0.4945405595	yep
0.4945405595	weird
0.4945405595	broken
0.4945405595	attention
0.4945405595	playing
0.4945405595	odds
0.4945177258	dollar
0.4945177258	exist
0.4945177258	rise
0.4945177258	improve
0.4945177258	judge
0.4945177258	intelligence
0.4945177258	caught
0.4944516730	human
0.4942593813	west
0.4942593813	justices
0.4939579230	proof
0.4939090399	trumptrain
0.4939090399	wanted
0.4937515749	moving
0.4935960264	expose
0.4935960264	david
0.4935960264	retweeted
0.4935960264	claiming
0.4935960264	held
0.4935960264	genuinely
0.4935960264	crash
0.4935960264	investigating
0.4935960264	murder
0.4935960264	rebuild
0.4935960264	explains
0.4935960264	involved
0.4935960264	nominate
0.4935714416	feeling
0.4933322586	mom
0.4933322586	az
0.4933322586	dear
0.4933322586	mi
0.4933322586	guns
0.4933322586	margin
0.4933322586	sink
0.4933322586	fat
0.4933322586	shoot
0.4933322586	tweets
0.4933322586	cool
0.4933306425	yall
0.4933306425	killing
0.4933306425	official
0.4933306425	hide
0.4933306425	dude
0.4933306425	super
0.4933306425	promised
0.4933306425	swing
0.4933306425	busy
0.4933306425	wanna
0.4933306425	focus
0.4933306425	believed
0.4933306425	needed
0.4933306425	trash
0.4933306425	assault
0.4933306425	bed
0.4933155595	weak
0.4933155595	bomb
0.4933155595	shock
0.4932124899	positive
0.4932124899	terrible
0.4932124899	biggest
0.4932124899	drop
0.4932124899	ready
0.4932124899	hopes
0.4932124899	friend
0.4931941570	prove
0.4928960547	ways
0.4928960547	address
0.4928960547	markets
0.4928960547	happening
0.4928565586	lady
0.4927157305	failed
0.4927157305	serve
0.4921941570	points
0.4914132119	represent
0.4914132119	boy
0.4914132119	doj
0.4914132119	al
0.4914132119	deep
0.4914132119	african
0.4914132119	rig
0.4914132119	sexism
0.4909717579	nate
0.4909717579	effect
0.4909717579	alicia
0.4902958679	trumps
0.4902958679	affect
0.4902958679	believes
0.4899559070	map
0.4899559070	living
0.4894689320	cares
0.4894689320	abt
0.4894689320	declare
0.4894689320	easy
0.4894689320	sworn
0.4894689320	don
0.4894689320	fighting
0.4894689320	spent
0.4894689320	including
0.4894689320	gun
0.4894689320	agenda
0.4883133839	now
0.4866255698	dr
0.4866255698	sickhillary
0.4866255698	teach
0.4866255698	movement
0.4866255698	tough
0.4866255698	scares
0.4866255698	assange
0.4866255698	conspiracy
0.4866255698	join
0.4866255698	outcome
0.4866255698	ugly
0.4866255698	model
0.4866255698	chris
0.4865723055	convince
0.4865723055	daughter
0.4865723055	beginning
0.4865723055	delusional
0.4865723055	keeping
0.4865723055	calls
0.4863255698	fed
0.4853456899	girls
0.4853456899	number
0.4853456899	article
0.4853456899	fast
0.4853456899	executive
0.4853456899	britain
0.4853456899	stage
0.4853456899	education
0.4845183938	praying
0.4845183938	unfit
0.4845183938	highest
0.4845183938	govern
0.4845183938	awful
0.4845183938	idiots
0.4845183938	type
0.4845183938	spending
0.4845183938	inauguration
0.4845183938	charged
0.4845183938	loss
0.4845183938	hillaryforprision
0.4845183938	soros
0.4845183938	double
0.4845183938	simply
0.4845183938	worth
0.4845183938	fit
0.4845183938	stein
0.4845183938	county
0.4845183938	plans
0.4845183938	raped
0.4845183938	hours
0.4823669221	this
0.4816700565	air
0.4816700565	fly
0.4816700565	putting
0.4816700565	standing
0.4816700565	acting
0.4816700565	remain
0.4816700565	dig
0.4816700565	grow
0.4816700565	loose
0.4816700565	ia
0.4816700565	ignore
0.4816700565	concede
0.4816700565	account
0.4816700565	concern
0.4816700565	hearing
0.4816700565	decades
0.4783589248	it
0.4644991218	her
0.4572954162	lead unified
0.4529667937	again
0.4454195267	out
0.4451366699	yes
0.4449012805	soon
0.4449012805	say
0.4448330201	anything
0.4446574525	know
0.4443020439	is
0.4440018388	all
0.4418143690	day
0.4414783160	well
0.4409372648	no
0.4407075158	down
0.4402020225	on
0.4391667348	ever
0.4385770577	there
0.4385770577	nothing
0.4384848391	not
0.4381806264	good
0.4375424279	over
0.4372706572	do
0.4372706572	them
0.4369553541	up
0.4368259055	away
0.4367825157	too
0.4364974976	me
0.4360648585	ok
0.4359300552	in
0.4351624787	wants
0.4350555151	way
0.4350555151	time
0.4346104258	people
0.4343925142	off
0.4343925142	year
0.4338234734	also
0.4326241767	be
0.4325707480	can
0.4320527481	right
0.4317381370	so
0.4314673536	will
0.4314673536	see
0.4314236216	one
0.4307230178	does
0.4307230178	same
0.4302213350	more
0.4300535464	sorry
0.4281628954	why
0.4264579150	are
0.4263587247	for
0.4259764053	said
0.4259764053	to
0.4255569876	everyone
0.4254749037	oh
0.4250747835	j
0.4248982348	have
0.4234474688	think
0.4224943698	anyway
0.4220532655	course
0.4217589255	done
0.4201997642	did
0.4191918916	here
0.4191918916	back
0.4191149549	though
0.4191149549	system
0.4185243351	himself
0.4168776701	better
0.4168123624	then
0.4168123624	sure
0.4168123624	herself
0.4157430321	but
0.3604725967	republican government
0.3440603949	release tax
